titulo;label;n_token
The Trump presidency on Feb. 5 at 7:10 P.M. EST;0;18
Some toast Comey testimony, others shrug at U.S. bar 'watch parties';0;20
Donald Trump’s Confrontation With Muslim Soldier’s Parents Emerges as Unexpected Flash Point - The New York Times;0;23
White House, government agencies discuss possible shutdown;0;11
Clinton Could Win Because She Controls the Voting Machine Industry and These Six Groups of Voters;1;18
Re: Democrats Loved Jonathan Gruber Before They Forgot Who He Was [Video];1;18
Comment on Jeff Rovin: Clintons paid me to ‘fix’ their sex scandals by Christian Zionist;1;22
Arabs, Europe, U.N. reject Trump's recognition of Jerusalem as Israeli capital;0;20
 Watch Hillary Clinton And Rachel Maddow Brilliantly Handle Protester Who Disrupted MSNBC’s Town Hall;1;23
Vicente Fox Trolls Trump on Twitter: ’Are You a Legitimate President?’ - Breitbart;0;22
WATCH: Black Vanderbilt Professor Exposes The REAL RACISTS In “The Inconvenient Truth About The Democrat Party”;1;26
Germany expects close relationship with new Austrian government;0;10
Reading Between the Lines for Gorsuch’s Views on Abortion - The New York Times;0;20
 Here’s How Much California Would Bring In Every Year If They Legalize Marijuana;1;18
Bruce Springsteen: ’I Was a Stone-Cold Draft Dodger’;0;16
"Four Arab countries bought thousands of cars from Toyota and delivered them to""Daesh""";1;19
Group of 40 U.S. House Democrats oppose delay of Labor Dept retirement rule;0;18
AIR FORCE WILL EASE POLICY ON DISCHARGING TRANSGENDERS;1;13
 GOP ‘Moderate’ Under Attack From The Far Right Will Not Seek Re-election;1;19
America’s Inequality Problem: Real Income Gains Are Brief and Hard to Find - The New York Times;0;22
Brazil To Release Millions Of Mutant GM Mosquitoes;1;11
BREAKING: FBI DIRECTOR JAMES COMEY Re-Opens Investigation Of Hillary’s Private Server, As New Details Emerge;1;24
 BREAKING: Melania Trump May Have Lied That She’s Never Been Married;1;17
BREAKING POLL: Hillary’s Lead Shrinks to 4 Points;1;14
 Arizona Governor Blocks 31,000 Low-Income Children From Access To Life Saving Healthcare;1;18
After Berkeley, Treat the Violent, Anti-Speech Left Like the KKK;0;17
 Government Ethics Office Systems Crash After Avalanche Of Complaints About Kellyanne Conway (TWEETS);1;20
Texas Coaches Oppose Homeschooler ’Tebow’ Bill;0;14
Sound in Atlantic not from missing Argentine submarine: navy spokesman;0;13
Poll: Donald Trump, Ben Carson dominate GOP field as Fiorina falters;0;20
Anton Yelchin, ‘Star Trek’ Actor, Dies at 27 - The New York Times;0;21
Speculation: Trump Promotes NSA Boss Rogers To DNI Because He Leaked The Clinton Emails;1;18
Networks Continue to Ignore Obamacare Collapse;1;9
WHOA! BILL O’REILLY DROPS BOMBSHELL Report About Key Accuser In Sexual Harassment Case That Could Prove He Was Unjustly FIRED By FOX News;1;32
Fukushima court rules Tepco, government liable over 2011 disaster: media;0;17
Russia: U.S. Missile Defense ’Poses Deep Risk’ to Security of Asia;0;19
China foreign minister to visit Myanmar amid Rohingya crisis;0;13
Republicans, Wilders, Tillerson: Your Thursday Evening Briefing - The New York Times;0;19
Strike brings Athens Metro to a standstill, streets gridlocked;0;15
 Those Intel Reports That Nunes Ran To Trump With Reveal A BOMBSHELL That Trump Will HATE;1;20
The Hippies Have Won - The New York Times;0;12
Losses, looting as Philippine war's fortunate few return home;0;14
5 Ways to Be a Better Tourist - The New York Times;0;14
Donald Trump Jr. appears with white supremacist on radio show;0;16
Russian nuclear bombers fly near North Korea in rare show of force;0;14
5 KEY THINGS To Know About Obama’s Supreme Court Nominee…One Is A BIG Deal Breaker!;1;22
Congress may overturn Obama internet privacy rules;0;10
NOT KIDDING: PA College Cancels Play After Author Objects To Use Of White Actors;1;18
Obama slams Trump for promising to roll back Wall Street reforms;0;13
 President Obama Teaches Childish Trump How To Wish Americans A Happy New Year (TWEETS);1;20
“Anti-Muslim”, “Anti-Female” Trump Makes Critics Look Foolish When he Does THIS for Group of Afghan Schoolgirls;1;29
Maine, New Jersey lawmakers scramble to end partial government shutdowns;0;16
In Republican state, Obama talks with worried American mom;0;12
Opposition MPs walk out on South Africa's Zuma over corruption;0;15
At the Hajj, Facing Islam’s Inconsistent Embrace of Women - The New York Times;0;21
U.N. discussing resolution after Syrian government blamed for sarin attack;0;16
 Chris Christie Is REALLY Mad Michelle Obama Is Forcing Fruits And Veggies Down Kids Throats;1;20
German groups mobilize against rise of far right;0;12
BREAKING NEWS: Trump’s Chief Strategist, STEVE BANNON IS GONE!…ANN COULTER: Not Good News, Trump Should’ve Hired “Ten More Like Him”…NEWT GINGRICH Sounds Alarm;1;45
U.S. 'making a lot of progress' on North Korea issue: Trump;0;19
Cologne Police Attacked for ’Racial Profiling’ During NYE;0;14
BREAKING: Honey G Fatally Gunned Down In Bitter Rap Feud;1;14
Argentina says Russia wants more Argentine food products;0;10
WOW! MACON, GA RESIDENT SLAMS Rep John Lewis: “What have you accomplished? Why don’t you go on the news and talk about the black-on-black terrorism that’s happening in Chicago?”[VIDEO];1;49
Upheaval Amid ‘Alarming’ Revelations at William Koch’s Florida School - The New York Times;0;23
‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune;1;29
WTF!!! There is not a simgle thread about the Podsesta ET topic after this morning's leak;1;27
New Exoplanet Discoveries Reveal Red-Dwarf Stars as Likely Hosts to Large Populations of Earth-Like Water Worlds;1;25
NATO urges trading partners to step up pressure on North Korea;0;13
"Pope Francis Endorses Bernie Sanders for President!!
";1;13
Kohrs &amp Coleman: A Pen and a Phone - Breitbart;0;19
Kremlin pledges to stand up for Russian billionaire arrested in France;0;16
 Liberty University Students SHRED Jerry Falwell Jr: Trump ‘Does Not Have Our Support’;1;21
Italy's interior minister meets Libyan mayors over people smuggling;0;13
Comey declined offer to talk to Senate intel panel: MSNBC;0;15
Shocking Video: Machine Refuses To Allow Vote For Trump in Pennsylvania | EndingFed News Network;1;19
Supreme Court Vacates Ex-Virginia Governor’s Graft Conviction - The New York Times;0;21
WAPO DOES HONEST HIT-JOB ON HILLARY’S Failed Jobs Promise While NY Senator;1;19
Comment on Tainted Measles Vaccine Kills More Than 50 Children In Syria by Tragic Deaths Used To Promote Vaccine Fear – On The Fence About Vaccines;1;30
Myanmar’s Suu Kyi sets out aid plan to end Rohingya crisis;0;19
Baghdad relieved by Trump's exclusion of Iraq from travel ban;0;14
U.S. officials cite need for caution in addressing Rohingya crisis;0;17
Why Palestinians want to sue Britain: 99 years since the Balfour Declaration;1;15
Russia probe should focus on Trump financial ties: senator;0;12
 STUNNING New Report Shows HUGE Number Of Ineligible Electors – Could Put Trump Below 270;1;17
Can Immigration Hurt the Economy? An Old Prejudice Returns - The New York Times;0;17
" Couple Married 37 Years In Disagreement On Election; Watch The HILARIOUS Twist (VIDEO)";1;18
IRAN HANGS “SPY” FOR THE U.S.: Did Hacked Hillary E-mails Expose Iranian Just Put To Death?;1;28
Former Ivory Coast president Gbagbo to remain in detention for trial: ICC;0;17
Obama, Merkel push for trade deal as foreign crises weigh;0;14
How To Revive Your Old Guns And How To Use Them;1;13
VIDEO: Le Pen Pelted With Eggs, Keeps Smiling;0;14
Donald Trump Mocks ’Resist’ Democrats at Obamacare Meeting with Senate Republicans;0;17
New Jersey's Murphy echoes Sanders in Democratic bid for governor;0;14
Ex-Trump adviser Flynn talking to Congress about testifying in Russia probe: lawyer;0;18
Like a good little sharia-compliant female, Prince Charles’ wife Camilla removes her shoes to enter a mosque in Abu Dhabi, but the Prince of Wales keeps his shoes on;1;37
US to Hold Off on Cyberwar With Russia Until After Election;1;14
EU's Barnier worried by UK's post-Brexit plan for Irish border;0;21
SHOCKING VIDEO CONNECTS BEYONCÉ And OBAMA TO DALLAS COP KILLER;1;12
Bernie Sanders’ Wife, Jane Sanders: Colin Kaepernick ‘Inspired Respect’ Thru ‘Dignified Stance’ - Breitbart;0;30
U.S. gives Laos extra $90 million to help clear unexploded ordnance;0;21
Clinton says Trump campaign likely guided Russians before U.S. election;0;15
Obama, Crown Prince of Abu Dhabi to meet Wednesday evening - White House;0;16
Bush weighs in on Obama's Iran, ISIS challenges;0;13
Piles of Dirty Secrets Behind a Model ‘Clean Coal’ Project - The New York Times;0;19
Mexico calls Trump wall plan 'outrageous' after visit;0;12
Abortion gaffes show Trump is the left-wing caricature of a conservative;0;19
Why Obama Calls Islamic Terror Group “ISIL” While Terror Experts Call Them “ISIS”;1;19
Roommates Wanted. Trump Supporters Need Not Apply. - The New York Times;0;17
TRUMP SAYS “YES” To Federal Funding For Planned Parenthood…Under One Condition…And You’re Gonna Love It!;1;27
The feds probably won't dismantle the Ferguson PD. That's a good thing.;0;23
TAKE ACTION TO PUT SAFETY FIRST: Demand Congress Stop Funding Refugee Resettlement With YOUR Tax Dollars;1;20
Venezuela may ban main opposition parties from presidential vote;0;11
20th Century Fox Used Fake News to Publicize ‘A Cure for Wellness’ - The New York Times;0;22
" Conservative Shill Tries Telling Van Jones How Black Men Should Behave; It Didn’t Go Well (VIDEO)";1;24
7 takeaways from the Republican debate;0;10
Is Obama Using The Refugee Resettlement Of Muslims To Give ISIS World Domination?;1;17
Britain 'disappointed' with Trump's climate move;0;12
Banksy Puts Mark on Bethlehem Hotel With ‘Worst View in the World’ - The New York Times;0;22
Pentagon warns against impact of extending temporary U.S. funding bill;0;15
Graham says U.S. Senate to consider healthcare bill next week: NBC;0;17
UCSD Students: Dalai Lama Violates ’Respect, Tolerance, Equality’;0;17
Bengals CB Pacman Jones Arrested, Charged With Assault - Breitbart;0;17
TRUMP IS RIGHT AGAIN: ‘No, the Constitution Does Not Bar Religious Tests in Immigration Law’;1;21
Obama says he is confident Europe will come up with prudent post-Brexit plan;0;21
GQ Magazine Pens Repulsive Article On Brilliant Neurosurgeon: “F*CK Ben Carson”;1;24
POWERFUL! HE BECAME A POLICE OFFICER AFTER Watching The Twin Towers Fall On 9-11…Today, He “Humbly Begs” Seahawks Players To Not Sit For National Anthem;1;36
HORRIBLE! MAXINE WATERS CALLS Trumps “Kremlin Klan” A “Bunch of Scumbags” [Video];1;27
Re: Clinton Called Out on Russian Uranium Deal – Malheur Documents Found by Bundys Come to Forefront;1;24
 Trump Just Broke A New Record, Finally Has A ‘Win’ That Will Shock America (IMAGE);1;22
 The Los Angeles Times Endorses Hillary Clinton Ahead Of California Primary;1;15
Beyond ‘Hidden Figures’: Nurturing New Black and Latino Math Whizzes - The New York Times;0;24
Vote fraud expert Bev Harris exposes electronic voting machines [Video];1;16
 Anti-Porn GOP Florida Lawmaker Was Just Caught Porning On Twitter;1;17
Maryland has passed one of the nation’s strongest equal pay laws;0;15
 Trump SHREDS All Remaining Ideas That He’s Not An Egotistical Bastard In Latest Hillary Rant;1;24
 This Trump Supporter Is Going To Jail, And He Could Take Donald’s Campaign With Him;1;20
Donors to White House hopeful Jeb Bush urged not to switch to Rubio;0;17
The #1 Reason Why People Are Voting for Trump;1;12
Chilling Clip From Adam Curtis Doc Should Make Everyone Rethink Their Online Outrage;1;17
Obama passes baton to Clinton, stirs up '3rd term' charges;0;16
 McConnell Lets Slip Republicans Plan On Doing Nothing In 2016 And The Reason Is Infuriating;1;19
THIRD GRADE BOYS COMPLAIN About 9 Year Old Girl Using Boys’ Bathroom…Boys Told To Stand Closer To Urinals;1;25
 Video Footage Shows Houston Man Shot By Cops Had His Hands In The Air (VIDEO);1;19
U.S. court rejects bid to throw out Maryland electoral map;0;15
State crackdown fuels independence push in Anglophone Cameroon;0;12
Erdoğan: US, the founder of ISIS;1;12
 Trump’s Own Running Mate Just Put Him To SHAME With A Simple Promise;1;17
Sore Loser: Rep. Jared Huffman (D-CA) to Boycott Inauguration;0;18
Bernie Sanders: What's his endgame now?;0;13
"China sales vroom in 2016 for global automakers; dull 2017 looms";0;17
‘Britain’s Schindler’ Dies at 106;0;13
What is Federalism?;1;7
Valeant to pay new CEO Papa base salary of $1.5 million ;0;17
Putin, after meeting South Korean leader, calls for talks on North Korea crisis;0;17
 The GOP’s Efforts To Kill Millions Through Trumpcare Might Finally Be Dead;1;18
Pope asks Trump to be peacemaker, gives him environmental letter;0;14
Russia-Trump campaign collusion an 'open' issue: U.S. Senate panel chiefs;0;21
So You’re Plummeting To Earth With No Parachute: A Guide;1;17
U.S. House committee approves bill to increase scrutiny of Fed;0;16
Sanders defends Trump's praise of Australian healthcare system;0;13
Transcripts of Clinton's Wall Street talks released in new Wikileaks dump;0;19
Somalia's capital restricts movement of trucks, tankers after attacks;0;16
"DC IMAM: “Zionists Brought Trump, Like Hitler, To Power; We Have To Rescue The Dumb Americans” [VIDEO]";1;28
 Trump Whines That Diverse ‘Hamilton’ Cast And Audience Opposed Bigoted Mike Pence With Insane Twitter Rant;1;25
 President Obama Brought To Tears In Emotional Speech About Needing Smarter Gun Laws (VIDEO);1;18
Donald Trump, New Zealand, Facebook: Your Monday Briefing - The New York Times;0;18
 This Sickening Pro-Gun Meme Is Quite Possibly The Most Vile Thing On The Internet (IMAGE);1;23
Influential U.S. senator mulls retirement;0;11
Law enforcement took more stuff from people than burglars did last year;0;16
In UNESCO, Palestinians claim ownership of Dead Sea Scrolls;1;12
Comment on Due Process is Dead: A Staggering 95% of All Inmates in America Have Never Received a Trial by Raymond Karczewski;1;29
 Ann Coulter Turns On Trump Over His Immigration Flip Flop;1;12
 President Obama Gets His Troll Game On By Thanking Trump And Cruz For This Hilarious Reason;1;18
Compare These Gun Death Rates: The U.S. Is in a Different World - The New York Times;0;23
Spain gives Catalan leader five days to clarify independence;0;11
Donald Trump's Clintonesque foreign policy;0;11
Britain has not formally assessed impact of Brexit on economy - Brexit minister;0;19
Madeleine Albright: There Are Tears in the Eyes of the Statue of Liberty - Breitbart;0;22
U.S. calls for U.N. to impose strongest measures on North Korea;0;19
ObamaCare 2015: Harvard faculty outraged over health care hikes;0;14
BAD DAY For Hillary! New Report Proves DOJ Blocked FBI Investigation Into Clinton Foundation!;1;19
What Now?;1;5
California Hires Eric Holder as Legal Bulwark Against Donald Trump - The New York Times;0;19
HILLARY CLINTON ‘Insulted’ And ‘Embarrassed’ Ambassadors By Refusing to Follow Decorum;1;18
The Best Architecture in New York of 2016 - The New York Times;0;15
